id,type,english,chinese,difficulty,topic,keywords
117,sentence,"After the lesson, each student used the textbook to answer the question.",課後，每位學生都用課本回答問題。,medium,School-常用3000單,lesson;student;textbook;answer;question
118,sentence,"After the lesson, each student used the dictionary to practice the dialogue.",課後，每位學生都用字典練習對話。,medium,School-常用3000單,lesson;student;dictionary;practice;dialogue
119,sentence,"After the lesson, each student used the screen to answer the question.",課後，每位學生都用螢幕回答問題。,medium,School-常用3000單,lesson;student;screen;answer;question
120,sentence,"After the lesson, each student used the worksheet to practice the dialogue.",課後，每位學生都用學習單練習對話。,medium,School-常用3000單,lesson;student;worksheet;practice;dialogue
121,sentence,"Before the quiz, our group had to correct the assignment carefully.",小考前，我們小組必須仔細訂正作業。,medium,School-常用3000單,quiz;group;correct;assignment
122,sentence,"Before the quiz, our group had to review the vocabulary carefully.",小考前，我們小組必須仔細複習字彙。,medium,School-常用3000單,quiz;group;review;vocabulary
123,sentence,"Before the quiz, our group had to correct the assignment carefully, today.",小考前，我們小組必須仔細訂正作業，今天。,medium,School-常用3000單,quiz;group;correct;assignment;today
124,sentence,"Before the quiz, our group had to review the vocabulary carefully, today.",小考前，我們小組必須仔細複習字彙，今天。,medium,School-常用3000單,quiz;group;review;vocabulary;today
125,sentence,"Before the quiz, our group had to correct the assignment carefully, after class.",小考前，我們小組必須仔細訂正作業，下課後。,medium,School-常用3000單,quiz;group;correct;assignment;after;class
126,sentence,"Before the quiz, our group had to review the vocabulary carefully, after class.",小考前，我們小組必須仔細複習字彙，下課後。,medium,School-常用3000單,quiz;group;review;vocabulary;after;class
127,sentence,"Before the quiz, our group had to correct the assignment carefully, in the classroom.",小考前，我們小組必須仔細訂正作業，在教室裡。,medium,School-常用3000單,quiz;group;correct;assignment;in;the;classroom
128,sentence,"Before the quiz, our group had to review the vocabulary carefully, in the classroom.",小考前，我們小組必須仔細複習字彙，在教室裡。,medium,School-常用3000單,quiz;group;review;vocabulary;in;the;classroom
129,sentence,"Before the quiz, our group had to correct the assignment carefully, with my group.",小考前，我們小組必須仔細訂正作業，和我的小組一起。,medium,School-常用3000單,quiz;group;correct;assignment;with;my;group
130,sentence,"Before the quiz, our group had to review the vocabulary carefully, with my group.",小考前，我們小組必須仔細複習字彙，和我的小組一起。,medium,School-常用3000單,quiz;group;review;vocabulary;with;my;group
131,sentence,The instructor gave clear instruction and told us to check the calculation.,指導老師給了清楚的指示，並要我們檢查計算。,medium,School-常用3000單,instructor;instruction;check;calculation
132,sentence,The instructor gave clear instruction and told us to prepare the report.,指導老師給了清楚的指示，並要我們準備報告。,medium,School-常用3000單,instructor;instruction;prepare;report
133,sentence,"The instructor gave clear instruction and told us to check the calculation, today.",指導老師給了清楚的指示，並要我們檢查計算，今天。,medium,School-常用3000單,instructor;instruction;check;calculation;today
134,sentence,"The instructor gave clear instruction and told us to prepare the report, today.",指導老師給了清楚的指示，並要我們準備報告，今天。,medium,School-常用3000單,instructor;instruction;prepare;report;today
135,sentence,"The instructor gave clear instruction and told us to check the calculation, after class.",指導老師給了清楚的指示，並要我們檢查計算，下課後。,medium,School-常用3000單,instructor;instruction;check;calculation;after;class
136,sentence,"The instructor gave clear instruction and told us to prepare the report, after class.",指導老師給了清楚的指示，並要我們準備報告，下課後。,medium,School-常用3000單,instructor;instruction;prepare;report;after;class
137,sentence,"The instructor gave clear instruction and told us to check the calculation, in the classroom.",指導老師給了清楚的指示，並要我們檢查計算，在教室裡。,medium,School-常用3000單,instructor;instruction;check;calculation;in;the;classroom
138,sentence,"The instructor gave clear instruction and told us to prepare the report, in the classroom.",指導老師給了清楚的指示，並要我們準備報告，在教室裡。,medium,School-常用3000單,instructor;instruction;prepare;report;in;the;classroom
139,sentence,"The instructor gave clear instruction and told us to check the calculation, with my group.",指導老師給了清楚的指示，並要我們檢查計算，和我的小組一起。,medium,School-常用3000單,instructor;instruction;check;calculation;with;my;group
140,sentence,"The instructor gave clear instruction and told us to prepare the report, with my group.",指導老師給了清楚的指示，並要我們準備報告，和我的小組一起。,medium,School-常用3000單,instructor;instruction;prepare;report;with;my;group
141,sentence,I went to the music room after class to discuss the article.,我下課後到音樂教室討論文章。,medium,School-常用3000單,music room;class;discuss;article
142,sentence,I went to the study room after class to explain the example.,我下課後到自習室說明例子。,medium,School-常用3000單,study room;class;explain;example
143,sentence,I went to the classroom after class to discuss the article.,我下課後到教室討論文章。,medium,School-常用3000單,classroom;class;discuss;article
144,sentence,I went to the art room after class to explain the example.,我下課後到美術教室說明例子。,medium,School-常用3000單,art room;class;explain;example
145,sentence,I went to the campus center after class to discuss the article.,我下課後到校園中心討論文章。,medium,School-常用3000單,campus center;class;discuss;article
146,sentence,I went to the reading corner after class to explain the example.,我下課後到閱讀角說明例子。,medium,School-常用3000單,reading corner;class;explain;example
147,sentence,I went to the computer room after class to discuss the article.,我下課後到電腦教室討論文章。,medium,School-常用3000單,computer room;class;discuss;article
148,sentence,I went to the science room after class to explain the example.,我下課後到科學教室說明例子。,medium,School-常用3000單,science room;class;explain;example
149,sentence,I went to the school hall after class to discuss the article.,我下課後到學校大廳討論文章。,medium,School-常用3000單,school hall;class;discuss;article
150,sentence,I went to the library after class to explain the example.,我下課後到圖書館說明例子。,medium,School-常用3000單,library;class;explain;example
151,sentence,The class used the pencil while studying the music lesson.,全班在學習音樂課時使用鉛筆。,medium,School-常用3000單,class;pencil;music;lesson
152,sentence,The class used the notebook while studying the computer lesson.,全班在學習電腦課時使用筆記本。,medium,School-常用3000單,class;notebook;computer;lesson
153,sentence,The class used the paper while studying the grammar lesson.,全班在學習文法課時使用紙。,medium,School-常用3000單,class;paper;grammar;lesson
154,sentence,The class used the computer while studying the reading lesson.,全班在學習閱讀課時使用電腦。,medium,School-常用3000單,class;computer;reading;lesson
155,sentence,The class used the textbook while studying the writing lesson.,全班在學習寫作課時使用課本。,medium,School-常用3000單,class;textbook;writing;lesson
156,sentence,The class used the dictionary while studying the English lesson.,全班在學習英文課時使用字典。,medium,School-常用3000單,class;dictionary;English;lesson
157,sentence,The class used the screen while studying the mathematics lesson.,全班在學習數學課時使用螢幕。,medium,School-常用3000單,class;screen;mathematics;lesson
158,sentence,The class used the worksheet while studying the science lesson.,全班在學習科學課時使用學習單。,medium,School-常用3000單,class;worksheet;science;lesson
159,sentence,The class used the calculator while studying the history lesson.,全班在學習歷史課時使用計算機。,medium,School-常用3000單,class;calculator;history;lesson
160,sentence,The class used the board while studying the art lesson.,全班在學習藝術課時使用黑板。,medium,School-常用3000單,class;board;art;lesson
161,sentence,My classmate helped me practice the dialogue during the lesson.,我的同學在課堂中幫我練習對話。,medium,School-常用3000單,classmate;lesson;practice;dialogue
162,sentence,My classmate helped me answer the question during the lesson.,我的同學在課堂中幫我回答問題。,medium,School-常用3000單,classmate;lesson;answer;question
163,sentence,"My classmate helped me practice the dialogue during the lesson, today.",我的同學在課堂中幫我練習對話，今天。,medium,School-常用3000單,classmate;lesson;practice;dialogue;today
164,sentence,"My classmate helped me answer the question during the lesson, today.",我的同學在課堂中幫我回答問題，今天。,medium,School-常用3000單,classmate;lesson;answer;question;today
165,sentence,"My classmate helped me practice the dialogue during the lesson, after class.",我的同學在課堂中幫我練習對話，下課後。,medium,School-常用3000單,classmate;lesson;practice;dialogue;after;class
166,sentence,"My classmate helped me answer the question during the lesson, after class.",我的同學在課堂中幫我回答問題，下課後。,medium,School-常用3000單,classmate;lesson;answer;question;after;class
167,sentence,"My classmate helped me practice the dialogue during the lesson, in the classroom.",我的同學在課堂中幫我練習對話，在教室裡。,medium,School-常用3000單,classmate;lesson;practice;dialogue;in;the;classroom
168,sentence,"My classmate helped me answer the question during the lesson, in the classroom.",我的同學在課堂中幫我回答問題，在教室裡。,medium,School-常用3000單,classmate;lesson;answer;question;in;the;classroom
169,sentence,"My classmate helped me practice the dialogue during the lesson, with my group.",我的同學在課堂中幫我練習對話，和我的小組一起。,medium,School-常用3000單,classmate;lesson;practice;dialogue;with;my;group
170,sentence,"My classmate helped me answer the question during the lesson, with my group.",我的同學在課堂中幫我回答問題，和我的小組一起。,medium,School-常用3000單,classmate;lesson;answer;question;with;my;group
171,sentence,The teacher checked our work after we learned to review the vocabulary.,我們學習複習字彙後，老師檢查我們的作品。,medium,School-常用3000單,teacher;work;learn;review;vocabulary
172,sentence,The teacher checked our work after we learned to correct the assignment.,我們學習訂正作業後，老師檢查我們的作品。,medium,School-常用3000單,teacher;work;learn;correct;assignment
173,sentence,"The teacher checked our work after we learned to review the vocabulary, today.",我們學習複習字彙後，老師檢查我們的作品，今天。,medium,School-常用3000單,teacher;work;learn;review;vocabulary;today
174,sentence,"The teacher checked our work after we learned to correct the assignment, today.",我們學習訂正作業後，老師檢查我們的作品，今天。,medium,School-常用3000單,teacher;work;learn;correct;assignment;today
175,sentence,"The teacher checked our work after we learned to review the vocabulary, after class.",我們學習複習字彙後，老師檢查我們的作品，下課後。,medium,School-常用3000單,teacher;work;learn;review;vocabulary;after;class
176,sentence,"The teacher checked our work after we learned to correct the assignment, after class.",我們學習訂正作業後，老師檢查我們的作品，下課後。,medium,School-常用3000單,teacher;work;learn;correct;assignment;after;class
177,sentence,"The teacher checked our work after we learned to review the vocabulary, in the classroom.",我們學習複習字彙後，老師檢查我們的作品，在教室裡。,medium,School-常用3000單,teacher;work;learn;review;vocabulary;in;the;classroom
178,sentence,"The teacher checked our work after we learned to correct the assignment, in the classroom.",我們學習訂正作業後，老師檢查我們的作品，在教室裡。,medium,School-常用3000單,teacher;work;learn;correct;assignment;in;the;classroom
179,sentence,"The teacher checked our work after we learned to review the vocabulary, with my group.",我們學習複習字彙後，老師檢查我們的作品，和我的小組一起。,medium,School-常用3000單,teacher;work;learn;review;vocabulary;with;my;group
180,sentence,"The teacher checked our work after we learned to correct the assignment, with my group.",我們學習訂正作業後，老師檢查我們的作品，和我的小組一起。,medium,School-常用3000單,teacher;work;learn;correct;assignment;with;my;group
181,sentence,Every student wrote one answer before the class ended.,每位學生都在下課前寫下一個答案。,medium,School-常用3000單,student;answer;class
182,sentence,"Every student wrote one answer before the class ended, today.",每位學生都在下課前寫下一個答案，今天。,medium,School-常用3000單,student;answer;class;today
183,sentence,"Every student wrote one answer before the class ended, after class.",每位學生都在下課前寫下一個答案，下課後。,medium,School-常用3000單,student;answer;class;after;class
184,sentence,"Every student wrote one answer before the class ended, in the classroom.",每位學生都在下課前寫下一個答案，在教室裡。,medium,School-常用3000單,student;answer;class;in;the;classroom
185,sentence,"Every student wrote one answer before the class ended, with my group.",每位學生都在下課前寫下一個答案，和我的小組一起。,medium,School-常用3000單,student;answer;class;with;my;group
186,sentence,"Every student wrote one answer before the class ended, before lunch.",每位學生都在下課前寫下一個答案，午餐前。,medium,School-常用3000單,student;answer;class;before;lunch
187,sentence,"Every student wrote one answer before the class ended, during the lesson.",每位學生都在下課前寫下一個答案，課堂中。,medium,School-常用3000單,student;answer;class;during;the;lesson
188,sentence,"Every student wrote one answer before the class ended, after the discussion.",每位學生都在下課前寫下一個答案，討論後。,medium,School-常用3000單,student;answer;class;after;the;discussion
189,sentence,"Every student wrote one answer before the class ended, before the quiz.",每位學生都在下課前寫下一個答案，小考前。,medium,School-常用3000單,student;answer;class;before;the;quiz
190,sentence,"Every student wrote one answer before the class ended, in the library.",每位學生都在下課前寫下一個答案，在圖書館。,medium,School-常用3000單,student;answer;class;in;the;library
191,sentence,Our group shared one idea after we learned to explain the example.,我們學習說明例子後，小組分享了一個想法。,medium,School-常用3000單,group;idea;learn;explain;example
192,sentence,Our group shared one idea after we learned to discuss the article.,我們學習討論文章後，小組分享了一個想法。,medium,School-常用3000單,group;idea;learn;discuss;article
193,sentence,"Our group shared one idea after we learned to explain the example, today.",我們學習說明例子後，小組分享了一個想法，今天。,medium,School-常用3000單,group;idea;learn;explain;example;today
194,sentence,"Our group shared one idea after we learned to discuss the article, today.",我們學習討論文章後，小組分享了一個想法，今天。,medium,School-常用3000單,group;idea;learn;discuss;article;today
195,sentence,"Our group shared one idea after we learned to explain the example, after class.",我們學習說明例子後，小組分享了一個想法，下課後。,medium,School-常用3000單,group;idea;learn;explain;example;after;class
196,sentence,"Our group shared one idea after we learned to discuss the article, after class.",我們學習討論文章後，小組分享了一個想法，下課後。,medium,School-常用3000單,group;idea;learn;discuss;article;after;class
197,sentence,"Our group shared one idea after we learned to explain the example, in the classroom.",我們學習說明例子後，小組分享了一個想法，在教室裡。,medium,School-常用3000單,group;idea;learn;explain;example;in;the;classroom
198,sentence,"Our group shared one idea after we learned to discuss the article, in the classroom.",我們學習討論文章後，小組分享了一個想法，在教室裡。,medium,School-常用3000單,group;idea;learn;discuss;article;in;the;classroom
199,sentence,"Our group shared one idea after we learned to explain the example, with my group.",我們學習說明例子後，小組分享了一個想法，和我的小組一起。,medium,School-常用3000單,group;idea;learn;explain;example;with;my;group
200,sentence,"Our group shared one idea after we learned to discuss the article, with my group.",我們學習討論文章後，小組分享了一個想法，和我的小組一起。,medium,School-常用3000單,group;idea;learn;discuss;article;with;my;group
201,sentence,"After the English lesson, the teacher asked each group to read the chapter in the classroom.",英文課後，老師要每個小組在教室閱讀章節。,medium,School-常用3000單,teacher;group;English;classroom;read;chapter
202,sentence,"After the mathematics lesson, the teacher asked each group to review the vocabulary in the art room.",數學課後，老師要每個小組在美術教室複習字彙。,medium,School-常用3000單,teacher;group;mathematics;art room;review;vocabulary
203,sentence,"After the science lesson, the teacher asked each group to discuss the article in the campus center.",科學課後，老師要每個小組在校園中心討論文章。,medium,School-常用3000單,teacher;group;science;campus center;discuss;article
204,sentence,"After the history lesson, the teacher asked each group to answer the question in the reading corner.",歷史課後，老師要每個小組在閱讀角回答問題。,medium,School-常用3000單,teacher;group;history;reading corner;answer;question
205,sentence,"After the art lesson, the teacher asked each group to prepare the report in the computer room.",藝術課後，老師要每個小組在電腦教室準備報告。,medium,School-常用3000單,teacher;group;art;computer room;prepare;report
206,sentence,"After the music lesson, the teacher asked each group to organize the notebook in the science room.",音樂課後，老師要每個小組在科學教室整理筆記本。,medium,School-常用3000單,teacher;group;music;science room;organize;notebook
207,sentence,"After the computer lesson, the teacher asked each group to correct the assignment in the school hall.",電腦課後，老師要每個小組在學校大廳訂正作業。,medium,School-常用3000單,teacher;group;computer;school hall;correct;assignment
208,sentence,"After the grammar lesson, the teacher asked each group to explain the example in the library.",文法課後，老師要每個小組在圖書館說明例子。,medium,School-常用3000單,teacher;group;grammar;library;explain;example
209,sentence,"After the reading lesson, the teacher asked each group to practice the dialogue in the music room.",閱讀課後，老師要每個小組在音樂教室練習對話。,medium,School-常用3000單,teacher;group;reading;music room;practice;dialogue
210,sentence,"After the writing lesson, the teacher asked each group to check the calculation in the study room.",寫作課後，老師要每個小組在自習室檢查計算。,medium,School-常用3000單,teacher;group;writing;study room;check;calculation
211,sentence,"When the quiz started, every student used the calculator and tried to answer the question.",小考開始時，每位學生都使用計算機並試著回答問題。,medium,School-常用3000單,quiz;student;calculator;answer;question
212,sentence,"When the quiz started, every student used the pencil and tried to prepare the report.",小考開始時，每位學生都使用鉛筆並試著準備報告。,medium,School-常用3000單,quiz;student;pencil;prepare;report
213,sentence,"When the quiz started, every student used the paper and tried to organize the notebook.",小考開始時，每位學生都使用紙並試著整理筆記本。,medium,School-常用3000單,quiz;student;paper;organize;notebook
214,sentence,"When the quiz started, every student used the textbook and tried to correct the assignment.",小考開始時，每位學生都使用課本並試著訂正作業。,medium,School-常用3000單,quiz;student;textbook;correct;assignment
215,sentence,"When the quiz started, every student used the screen and tried to explain the example.",小考開始時，每位學生都使用螢幕並試著說明例子。,medium,School-常用3000單,quiz;student;screen;explain;example
216,sentence,"When the quiz started, every student used the calculator and tried to practice the dialogue.",小考開始時，每位學生都使用計算機並試著練習對話。,medium,School-常用3000單,quiz;student;calculator;practice;dialogue
217,sentence,"When the quiz started, every student used the pencil and tried to check the calculation.",小考開始時，每位學生都使用鉛筆並試著檢查計算。,medium,School-常用3000單,quiz;student;pencil;check;calculation
218,sentence,"When the quiz started, every student used the paper and tried to read the chapter.",小考開始時，每位學生都使用紙並試著閱讀章節。,medium,School-常用3000單,quiz;student;paper;read;chapter
219,sentence,"When the quiz started, every student used the textbook and tried to review the vocabulary.",小考開始時，每位學生都使用課本並試著複習字彙。,medium,School-常用3000單,quiz;student;textbook;review;vocabulary
220,sentence,"When the quiz started, every student used the screen and tried to discuss the article.",小考開始時，每位學生都使用螢幕並試著討論文章。,medium,School-常用3000單,quiz;student;screen;discuss;article
221,sentence,The instructor explained the rule before the class began to correct the assignment.,在全班開始訂正作業前，指導老師說明了規則。,medium,School-常用3000單,instructor;rule;class;correct;assignment
222,sentence,The instructor explained the rule before the class began to explain the example.,在全班開始說明例子前，指導老師說明了規則。,medium,School-常用3000單,instructor;rule;class;explain;example
223,sentence,The instructor explained the rule before the class began to practice the dialogue.,在全班開始練習對話前，指導老師說明了規則。,medium,School-常用3000單,instructor;rule;class;practice;dialogue
224,sentence,The instructor explained the rule before the class began to check the calculation.,在全班開始檢查計算前，指導老師說明了規則。,medium,School-常用3000單,instructor;rule;class;check;calculation
225,sentence,The instructor explained the rule before the class began to read the chapter.,在全班開始閱讀章節前，指導老師說明了規則。,medium,School-常用3000單,instructor;rule;class;read;chapter
226,sentence,The instructor explained the rule before the class began to review the vocabulary.,在全班開始複習字彙前，指導老師說明了規則。,medium,School-常用3000單,instructor;rule;class;review;vocabulary
227,sentence,The instructor explained the rule before the class began to discuss the article.,在全班開始討論文章前，指導老師說明了規則。,medium,School-常用3000單,instructor;rule;class;discuss;article
228,sentence,The instructor explained the rule before the class began to answer the question.,在全班開始回答問題前，指導老師說明了規則。,medium,School-常用3000單,instructor;rule;class;answer;question
229,sentence,The instructor explained the rule before the class began to prepare the report.,在全班開始準備報告前，指導老師說明了規則。,medium,School-常用3000單,instructor;rule;class;prepare;report
230,sentence,The instructor explained the rule before the class began to organize the notebook.,在全班開始整理筆記本前，指導老師說明了規則。,medium,School-常用3000單,instructor;rule;class;organize;notebook
231,sentence,"During group work, the students used the textbook to check the calculation together.",小組合作時，學生們一起用課本檢查計算。,medium,School-常用3000單,group;students;textbook;check;calculation
232,sentence,"During group work, the students used the screen to read the chapter together.",小組合作時，學生們一起用螢幕閱讀章節。,medium,School-常用3000單,group;students;screen;read;chapter
