id,type,english,chinese,difficulty,topic,keywords
100,sentence,My relatives keep the house clean.,我的親戚們保持家裡乾淨。,medium,Family-常用3000單,relatives;house;clean
101,sentence,My father usually prepares breakfast before everyone leaves home.,我爸爸通常在大家離家前準備早餐。,medium,Family-常用3000單,father;breakfast;home
102,sentence,My father often reminds me to finish my homework after dinner.,我爸爸常常提醒我晚餐後完成作業。,medium,Family-常用3000單,father;homework;dinner
103,sentence,My father likes to share simple stories at the dinner table.,我爸爸喜歡在餐桌上分享簡單的故事。,medium,Family-常用3000單,father;share;story;dinner
104,sentence,My father sometimes visits our house during the weekend.,我爸爸有時週末來我們家拜訪。,medium,Family-常用3000單,father;visit;house;weekend
105,sentence,My father always listens carefully when someone has a problem.,我爸爸總是在有人遇到問題時仔細聆聽。,medium,Family-常用3000單,father;listen;problem
106,sentence,My mother usually prepares breakfast before everyone leaves home.,我媽媽通常在大家離家前準備早餐。,medium,Family-常用3000單,mother;breakfast;home
107,sentence,My mother often reminds me to finish my homework after dinner.,我媽媽常常提醒我晚餐後完成作業。,medium,Family-常用3000單,mother;homework;dinner
108,sentence,My mother likes to share simple stories at the dinner table.,我媽媽喜歡在餐桌上分享簡單的故事。,medium,Family-常用3000單,mother;share;story;dinner
109,sentence,My mother sometimes visits our house during the weekend.,我媽媽有時週末來我們家拜訪。,medium,Family-常用3000單,mother;visit;house;weekend
110,sentence,My mother always listens carefully when someone has a problem.,我媽媽總是在有人遇到問題時仔細聆聽。,medium,Family-常用3000單,mother;listen;problem
111,sentence,My older brother usually prepares breakfast before everyone leaves home.,我哥哥通常在大家離家前準備早餐。,medium,Family-常用3000單,brother;breakfast;home
112,sentence,My older brother often reminds me to finish my homework after dinner.,我哥哥常常提醒我晚餐後完成作業。,medium,Family-常用3000單,brother;homework;dinner
113,sentence,My older brother likes to share simple stories at the dinner table.,我哥哥喜歡在餐桌上分享簡單的故事。,medium,Family-常用3000單,brother;share;story;dinner
114,sentence,My older brother sometimes visits our house during the weekend.,我哥哥有時週末來我們家拜訪。,medium,Family-常用3000單,brother;visit;house;weekend
115,sentence,My older brother always listens carefully when someone has a problem.,我哥哥總是在有人遇到問題時仔細聆聽。,medium,Family-常用3000單,brother;listen;problem
116,sentence,My younger sister usually prepares breakfast before everyone leaves home.,我妹妹通常在大家離家前準備早餐。,medium,Family-常用3000單,sister;breakfast;home
117,sentence,My younger sister often reminds me to finish my homework after dinner.,我妹妹常常提醒我晚餐後完成作業。,medium,Family-常用3000單,sister;homework;dinner
118,sentence,My younger sister likes to share simple stories at the dinner table.,我妹妹喜歡在餐桌上分享簡單的故事。,medium,Family-常用3000單,sister;share;story;dinner
119,sentence,My younger sister sometimes visits our house during the weekend.,我妹妹有時週末來我們家拜訪。,medium,Family-常用3000單,sister;visit;house;weekend
120,sentence,My younger sister always listens carefully when someone has a problem.,我妹妹總是在有人遇到問題時仔細聆聽。,medium,Family-常用3000單,sister;listen;problem
121,sentence,My grandmother usually prepares breakfast before everyone leaves home.,我奶奶通常在大家離家前準備早餐。,medium,Family-常用3000單,grandmother;breakfast;home
122,sentence,My grandmother often reminds me to finish my homework after dinner.,我奶奶常常提醒我晚餐後完成作業。,medium,Family-常用3000單,grandmother;homework;dinner
123,sentence,My grandmother likes to share simple stories at the dinner table.,我奶奶喜歡在餐桌上分享簡單的故事。,medium,Family-常用3000單,grandmother;share;story;dinner
124,sentence,My grandmother sometimes visits our house during the weekend.,我奶奶有時週末來我們家拜訪。,medium,Family-常用3000單,grandmother;visit;house;weekend
125,sentence,My grandmother always listens carefully when someone has a problem.,我奶奶總是在有人遇到問題時仔細聆聽。,medium,Family-常用3000單,grandmother;listen;problem
126,sentence,My grandfather usually prepares breakfast before everyone leaves home.,我爺爺通常在大家離家前準備早餐。,medium,Family-常用3000單,grandfather;breakfast;home
127,sentence,My grandfather often reminds me to finish my homework after dinner.,我爺爺常常提醒我晚餐後完成作業。,medium,Family-常用3000單,grandfather;homework;dinner
128,sentence,My grandfather likes to share simple stories at the dinner table.,我爺爺喜歡在餐桌上分享簡單的故事。,medium,Family-常用3000單,grandfather;share;story;dinner
129,sentence,My grandfather sometimes visits our house during the weekend.,我爺爺有時週末來我們家拜訪。,medium,Family-常用3000單,grandfather;visit;house;weekend
130,sentence,My grandfather always listens carefully when someone has a problem.,我爺爺總是在有人遇到問題時仔細聆聽。,medium,Family-常用3000單,grandfather;listen;problem
131,sentence,My uncle usually prepares breakfast before everyone leaves home.,我叔叔通常在大家離家前準備早餐。,medium,Family-常用3000單,uncle;breakfast;home
132,sentence,My uncle often reminds me to finish my homework after dinner.,我叔叔常常提醒我晚餐後完成作業。,medium,Family-常用3000單,uncle;homework;dinner
133,sentence,My uncle likes to share simple stories at the dinner table.,我叔叔喜歡在餐桌上分享簡單的故事。,medium,Family-常用3000單,uncle;share;story;dinner
134,sentence,My uncle sometimes visits our house during the weekend.,我叔叔有時週末來我們家拜訪。,medium,Family-常用3000單,uncle;visit;house;weekend
135,sentence,My uncle always listens carefully when someone has a problem.,我叔叔總是在有人遇到問題時仔細聆聽。,medium,Family-常用3000單,uncle;listen;problem
136,sentence,My aunt usually prepares breakfast before everyone leaves home.,我阿姨通常在大家離家前準備早餐。,medium,Family-常用3000單,aunt;breakfast;home
137,sentence,My aunt often reminds me to finish my homework after dinner.,我阿姨常常提醒我晚餐後完成作業。,medium,Family-常用3000單,aunt;homework;dinner
138,sentence,My aunt likes to share simple stories at the dinner table.,我阿姨喜歡在餐桌上分享簡單的故事。,medium,Family-常用3000單,aunt;share;story;dinner
139,sentence,My aunt sometimes visits our house during the weekend.,我阿姨有時週末來我們家拜訪。,medium,Family-常用3000單,aunt;visit;house;weekend
140,sentence,My aunt always listens carefully when someone has a problem.,我阿姨總是在有人遇到問題時仔細聆聽。,medium,Family-常用3000單,aunt;listen;problem
141,sentence,My cousin usually prepares breakfast before everyone leaves home.,我表親通常在大家離家前準備早餐。,medium,Family-常用3000單,cousin;breakfast;home
142,sentence,My cousin often reminds me to finish my homework after dinner.,我表親常常提醒我晚餐後完成作業。,medium,Family-常用3000單,cousin;homework;dinner
143,sentence,My cousin likes to share simple stories at the dinner table.,我表親喜歡在餐桌上分享簡單的故事。,medium,Family-常用3000單,cousin;share;story;dinner
144,sentence,My cousin sometimes visits our house during the weekend.,我表親有時週末來我們家拜訪。,medium,Family-常用3000單,cousin;visit;house;weekend
145,sentence,My cousin always listens carefully when someone has a problem.,我表親總是在有人遇到問題時仔細聆聽。,medium,Family-常用3000單,cousin;listen;problem
146,sentence,My son usually prepares breakfast before everyone leaves home.,我兒子通常在大家離家前準備早餐。,medium,Family-常用3000單,son;breakfast;home
147,sentence,My son often reminds me to finish my homework after dinner.,我兒子常常提醒我晚餐後完成作業。,medium,Family-常用3000單,son;homework;dinner
148,sentence,My son likes to share simple stories at the dinner table.,我兒子喜歡在餐桌上分享簡單的故事。,medium,Family-常用3000單,son;share;story;dinner
149,sentence,My son sometimes visits our house during the weekend.,我兒子有時週末來我們家拜訪。,medium,Family-常用3000單,son;visit;house;weekend
150,sentence,My son always listens carefully when someone has a problem.,我兒子總是在有人遇到問題時仔細聆聽。,medium,Family-常用3000單,son;listen;problem
151,sentence,My daughter usually prepares breakfast before everyone leaves home.,我女兒通常在大家離家前準備早餐。,medium,Family-常用3000單,daughter;breakfast;home
152,sentence,My daughter often reminds me to finish my homework after dinner.,我女兒常常提醒我晚餐後完成作業。,medium,Family-常用3000單,daughter;homework;dinner
153,sentence,My daughter likes to share simple stories at the dinner table.,我女兒喜歡在餐桌上分享簡單的故事。,medium,Family-常用3000單,daughter;share;story;dinner
154,sentence,My daughter sometimes visits our house during the weekend.,我女兒有時週末來我們家拜訪。,medium,Family-常用3000單,daughter;visit;house;weekend
155,sentence,My daughter always listens carefully when someone has a problem.,我女兒總是在有人遇到問題時仔細聆聽。,medium,Family-常用3000單,daughter;listen;problem
156,sentence,My wife usually prepares breakfast before everyone leaves home.,我太太通常在大家離家前準備早餐。,medium,Family-常用3000單,wife;breakfast;home
157,sentence,My wife often reminds me to finish my homework after dinner.,我太太常常提醒我晚餐後完成作業。,medium,Family-常用3000單,wife;homework;dinner
158,sentence,My wife likes to share simple stories at the dinner table.,我太太喜歡在餐桌上分享簡單的故事。,medium,Family-常用3000單,wife;share;story;dinner
159,sentence,My wife sometimes visits our house during the weekend.,我太太有時週末來我們家拜訪。,medium,Family-常用3000單,wife;visit;house;weekend
160,sentence,My wife always listens carefully when someone has a problem.,我太太總是在有人遇到問題時仔細聆聽。,medium,Family-常用3000單,wife;listen;problem
161,sentence,My husband usually prepares breakfast before everyone leaves home.,我先生通常在大家離家前準備早餐。,medium,Family-常用3000單,husband;breakfast;home
162,sentence,My husband often reminds me to finish my homework after dinner.,我先生常常提醒我晚餐後完成作業。,medium,Family-常用3000單,husband;homework;dinner
163,sentence,My husband likes to share simple stories at the dinner table.,我先生喜歡在餐桌上分享簡單的故事。,medium,Family-常用3000單,husband;share;story;dinner
164,sentence,My husband sometimes visits our house during the weekend.,我先生有時週末來我們家拜訪。,medium,Family-常用3000單,husband;visit;house;weekend
165,sentence,My husband always listens carefully when someone has a problem.,我先生總是在有人遇到問題時仔細聆聽。,medium,Family-常用3000單,husband;listen;problem
166,sentence,My parents usually prepare breakfast before everyone leaves home.,我父母通常在大家離家前準備早餐。,medium,Family-常用3000單,parents;breakfast;home
167,sentence,My parents often remind me to finish my homework after dinner.,我父母常常提醒我晚餐後完成作業。,medium,Family-常用3000單,parents;homework;dinner
168,sentence,My parents like to share simple stories at the dinner table.,我父母喜歡在餐桌上分享簡單的故事。,medium,Family-常用3000單,parents;share;story;dinner
169,sentence,My parents sometimes visit our house during the weekend.,我父母有時週末來我們家拜訪。,medium,Family-常用3000單,parents;visit;house;weekend
170,sentence,My parents always listen carefully when someone has a problem.,我父母總是在有人遇到問題時仔細聆聽。,medium,Family-常用3000單,parents;listen;problem
171,sentence,My children usually prepare breakfast before everyone leaves home.,我的孩子們通常在大家離家前準備早餐。,medium,Family-常用3000單,children;breakfast;home
172,sentence,My children often remind me to finish my homework after dinner.,我的孩子們常常提醒我晚餐後完成作業。,medium,Family-常用3000單,children;homework;dinner
173,sentence,My children like to share simple stories at the dinner table.,我的孩子們喜歡在餐桌上分享簡單的故事。,medium,Family-常用3000單,children;share;story;dinner
174,sentence,My children sometimes visit our house during the weekend.,我的孩子們有時週末來我們家拜訪。,medium,Family-常用3000單,children;visit;house;weekend
175,sentence,My children always listen carefully when someone has a problem.,我的孩子們總是在有人遇到問題時仔細聆聽。,medium,Family-常用3000單,children;listen;problem
176,sentence,My grandparents usually prepare breakfast before everyone leaves home.,我的祖父母通常在大家離家前準備早餐。,medium,Family-常用3000單,grandparents;breakfast;home
177,sentence,My grandparents often remind me to finish my homework after dinner.,我的祖父母常常提醒我晚餐後完成作業。,medium,Family-常用3000單,grandparents;homework;dinner
178,sentence,My grandparents like to share simple stories at the dinner table.,我的祖父母喜歡在餐桌上分享簡單的故事。,medium,Family-常用3000單,grandparents;share;story;dinner
179,sentence,My grandparents sometimes visit our house during the weekend.,我的祖父母有時週末來我們家拜訪。,medium,Family-常用3000單,grandparents;visit;house;weekend
180,sentence,My grandparents always listen carefully when someone has a problem.,我的祖父母總是在有人遇到問題時仔細聆聽。,medium,Family-常用3000單,grandparents;listen;problem
181,sentence,My family usually prepares breakfast before everyone leaves home.,我的家人通常在大家離家前準備早餐。,medium,Family-常用3000單,family;breakfast;home
182,sentence,My family often reminds me to finish my homework after dinner.,我的家人常常提醒我晚餐後完成作業。,medium,Family-常用3000單,family;homework;dinner
183,sentence,My family likes to share simple stories at the dinner table.,我的家人喜歡在餐桌上分享簡單的故事。,medium,Family-常用3000單,family;share;story;dinner
184,sentence,My family sometimes visits our house during the weekend.,我的家人有時週末來我們家拜訪。,medium,Family-常用3000單,family;visit;house;weekend
185,sentence,My family always listens carefully when someone has a problem.,我的家人總是在有人遇到問題時仔細聆聽。,medium,Family-常用3000單,family;listen;problem
186,sentence,My brother usually prepares breakfast before everyone leaves home.,我兄弟通常在大家離家前準備早餐。,medium,Family-常用3000單,brother;breakfast;home
187,sentence,My brother often reminds me to finish my homework after dinner.,我兄弟常常提醒我晚餐後完成作業。,medium,Family-常用3000單,brother;homework;dinner
188,sentence,My brother likes to share simple stories at the dinner table.,我兄弟喜歡在餐桌上分享簡單的故事。,medium,Family-常用3000單,brother;share;story;dinner
189,sentence,My brother sometimes visits our house during the weekend.,我兄弟有時週末來我們家拜訪。,medium,Family-常用3000單,brother;visit;house;weekend
190,sentence,My brother always listens carefully when someone has a problem.,我兄弟總是在有人遇到問題時仔細聆聽。,medium,Family-常用3000單,brother;listen;problem
191,sentence,My sister usually prepares breakfast before everyone leaves home.,我姊妹通常在大家離家前準備早餐。,medium,Family-常用3000單,sister;breakfast;home
192,sentence,My sister often reminds me to finish my homework after dinner.,我姊妹常常提醒我晚餐後完成作業。,medium,Family-常用3000單,sister;homework;dinner
193,sentence,My sister likes to share simple stories at the dinner table.,我姊妹喜歡在餐桌上分享簡單的故事。,medium,Family-常用3000單,sister;share;story;dinner
194,sentence,My sister sometimes visits our house during the weekend.,我姊妹有時週末來我們家拜訪。,medium,Family-常用3000單,sister;visit;house;weekend
195,sentence,My sister always listens carefully when someone has a problem.,我姊妹總是在有人遇到問題時仔細聆聽。,medium,Family-常用3000單,sister;listen;problem
196,sentence,My relatives usually prepare breakfast before everyone leaves home.,我的親戚們通常在大家離家前準備早餐。,medium,Family-常用3000單,relatives;breakfast;home
197,sentence,My relatives often remind me to finish my homework after dinner.,我的親戚們常常提醒我晚餐後完成作業。,medium,Family-常用3000單,relatives;homework;dinner
198,sentence,My relatives like to share simple stories at the dinner table.,我的親戚們喜歡在餐桌上分享簡單的故事。,medium,Family-常用3000單,relatives;share;story;dinner
199,sentence,My relatives sometimes visit our house during the weekend.,我的親戚們有時週末來我們家拜訪。,medium,Family-常用3000單,relatives;visit;house;weekend
200,sentence,My relatives always listen carefully when someone has a problem.,我的親戚們總是在有人遇到問題時仔細聆聽。,medium,Family-常用3000單,relatives;listen;problem
201,sentence,My father takes care of the house when other family members are busy.,我爸爸在其他家人忙碌時照顧家裡。,medium,Family-常用3000單,father;take care;house;busy
202,sentence,My father encourages me to stay calm when I feel nervous before a test.,我爸爸在我考試前緊張時鼓勵我保持冷靜。,medium,Family-常用3000單,father;encourage;calm;test
203,sentence,My father explains family rules clearly so everyone knows what to do.,我爸爸清楚說明家規，讓每個人知道該做什麼。,medium,Family-常用3000單,father;family;rule;explain
204,sentence,My father enjoys taking a walk with us after a simple evening meal.,我爸爸喜歡在簡單晚餐後和我們散步。,medium,Family-常用3000單,father;walk;meal;evening
205,sentence,My father teaches me to be responsible for my own room and things.,我爸爸教我要對自己的房間和物品負責。,medium,Family-常用3000單,father;teach;responsible;room
206,sentence,My mother takes care of the house when other family members are busy.,我媽媽在其他家人忙碌時照顧家裡。,medium,Family-常用3000單,mother;take care;house;busy
207,sentence,My mother encourages me to stay calm when I feel nervous before a test.,我媽媽在我考試前緊張時鼓勵我保持冷靜。,medium,Family-常用3000單,mother;encourage;calm;test
208,sentence,My mother explains family rules clearly so everyone knows what to do.,我媽媽清楚說明家規，讓每個人知道該做什麼。,medium,Family-常用3000單,mother;family;rule;explain
209,sentence,My mother enjoys taking a walk with us after a simple evening meal.,我媽媽喜歡在簡單晚餐後和我們散步。,medium,Family-常用3000單,mother;walk;meal;evening
210,sentence,My mother teaches me to be responsible for my own room and things.,我媽媽教我要對自己的房間和物品負責。,medium,Family-常用3000單,mother;teach;responsible;room
211,sentence,My older brother takes care of the house when other family members are busy.,我哥哥在其他家人忙碌時照顧家裡。,medium,Family-常用3000單,brother;take care;house;busy
212,sentence,My older brother encourages me to stay calm when I feel nervous before a test.,我哥哥在我考試前緊張時鼓勵我保持冷靜。,medium,Family-常用3000單,brother;encourage;calm;test
213,sentence,My older brother explains family rules clearly so everyone knows what to do.,我哥哥清楚說明家規，讓每個人知道該做什麼。,medium,Family-常用3000單,brother;family;rule;explain
214,sentence,My older brother enjoys taking a walk with us after a simple evening meal.,我哥哥喜歡在簡單晚餐後和我們散步。,medium,Family-常用3000單,brother;walk;meal;evening
215,sentence,My older brother teaches me to be responsible for my own room and things.,我哥哥教我要對自己的房間和物品負責。,medium,Family-常用3000單,brother;teach;responsible;room
216,sentence,My younger sister takes care of the house when other family members are busy.,我妹妹在其他家人忙碌時照顧家裡。,medium,Family-常用3000單,sister;take care;house;busy
217,sentence,My younger sister encourages me to stay calm when I feel nervous before a test.,我妹妹在我考試前緊張時鼓勵我保持冷靜。,medium,Family-常用3000單,sister;encourage;calm;test
218,sentence,My younger sister explains family rules clearly so everyone knows what to do.,我妹妹清楚說明家規，讓每個人知道該做什麼。,medium,Family-常用3000單,sister;family;rule;explain
219,sentence,My younger sister enjoys taking a walk with us after a simple evening meal.,我妹妹喜歡在簡單晚餐後和我們散步。,medium,Family-常用3000單,sister;walk;meal;evening
220,sentence,My younger sister teaches me to be responsible for my own room and things.,我妹妹教我要對自己的房間和物品負責。,medium,Family-常用3000單,sister;teach;responsible;room
221,sentence,My grandmother takes care of the house when other family members are busy.,我奶奶在其他家人忙碌時照顧家裡。,medium,Family-常用3000單,grandmother;take care;house;busy
222,sentence,My grandmother encourages me to stay calm when I feel nervous before a test.,我奶奶在我考試前緊張時鼓勵我保持冷靜。,medium,Family-常用3000單,grandmother;encourage;calm;test
223,sentence,My grandmother explains family rules clearly so everyone knows what to do.,我奶奶清楚說明家規，讓每個人知道該做什麼。,medium,Family-常用3000單,grandmother;family;rule;explain
224,sentence,My grandmother enjoys taking a walk with us after a simple evening meal.,我奶奶喜歡在簡單晚餐後和我們散步。,medium,Family-常用3000單,grandmother;walk;meal;evening
