id,type,english,chinese,difficulty,topic,keywords
104,sentence,I would like to find the ticket counter before noon.,我想在中午前找到售票櫃檯。,medium,Travel-常用3000單,ticket;counter
105,sentence,I would like to find the information desk before noon.,我想在中午前找到服務台。,medium,Travel-常用3000單,information
106,sentence,I would like to find the platform before noon.,我想在中午前找到月台。,medium,Travel-常用3000單,platform
107,sentence,I would like to find the gate before noon.,我想在中午前找到登機門。,medium,Travel-常用3000單,gate
108,sentence,I would like to find the city center before noon.,我想在中午前找到市中心。,medium,Travel-常用3000單,city
109,sentence,I would like to find the museum before noon.,我想在中午前找到博物館。,medium,Travel-常用3000單,museum
110,sentence,I would like to find the market before noon.,我想在中午前找到市場。,medium,Travel-常用3000單,market
111,sentence,Can you tell me the route to the train station?,你可以告訴我去火車站的路線嗎？,medium,Travel-常用3000單,station
112,sentence,Can you tell me the route to the airport?,你可以告訴我去機場的路線嗎？,medium,Travel-常用3000單,airport
113,sentence,Can you tell me the route to the hotel?,你可以告訴我去飯店的路線嗎？,medium,Travel-常用3000單,hotel
114,sentence,Can you tell me the route to the ticket counter?,你可以告訴我去售票櫃檯的路線嗎？,medium,Travel-常用3000單,ticket;counter
115,sentence,Can you tell me the route to the information desk?,你可以告訴我去服務台的路線嗎？,medium,Travel-常用3000單,information
116,sentence,Can you tell me the route to the platform?,你可以告訴我去月台的路線嗎？,medium,Travel-常用3000單,platform
117,sentence,Can you tell me the route to the gate?,你可以告訴我去登機門的路線嗎？,medium,Travel-常用3000單,gate
118,sentence,Can you tell me the route to the city center?,你可以告訴我去市中心的路線嗎？,medium,Travel-常用3000單,city
119,sentence,Can you tell me the route to the museum?,你可以告訴我去博物館的路線嗎？,medium,Travel-常用3000單,museum
120,sentence,Can you tell me the route to the market?,你可以告訴我去市場的路線嗎？,medium,Travel-常用3000單,market
121,sentence,The passenger walked slowly toward the train station.,這位乘客慢慢走向火車站。,medium,Travel-常用3000單,station
122,sentence,The passenger walked slowly toward the airport.,這位乘客慢慢走向機場。,medium,Travel-常用3000單,airport
123,sentence,The passenger walked slowly toward the hotel.,這位乘客慢慢走向飯店。,medium,Travel-常用3000單,hotel
124,sentence,The passenger walked slowly toward the ticket counter.,這位乘客慢慢走向售票櫃檯。,medium,Travel-常用3000單,ticket;counter
125,sentence,The passenger walked slowly toward the information desk.,這位乘客慢慢走向服務台。,medium,Travel-常用3000單,information
126,sentence,The passenger walked slowly toward the platform.,這位乘客慢慢走向月台。,medium,Travel-常用3000單,platform
127,sentence,The passenger walked slowly toward the gate.,這位乘客慢慢走向登機門。,medium,Travel-常用3000單,gate
128,sentence,The passenger walked slowly toward the city center.,這位乘客慢慢走向市中心。,medium,Travel-常用3000單,city
129,sentence,The passenger walked slowly toward the museum.,這位乘客慢慢走向博物館。,medium,Travel-常用3000單,museum
130,sentence,The passenger walked slowly toward the market.,這位乘客慢慢走向市場。,medium,Travel-常用3000單,market
131,sentence,Please wait for me near the train station.,請在火車站附近等我。,medium,Travel-常用3000單,station
132,sentence,Please wait for me near the airport.,請在機場附近等我。,medium,Travel-常用3000單,airport
133,sentence,Please wait for me near the hotel.,請在飯店附近等我。,medium,Travel-常用3000單,hotel
134,sentence,Please wait for me near the ticket counter.,請在售票櫃檯附近等我。,medium,Travel-常用3000單,ticket;counter
135,sentence,Please wait for me near the information desk.,請在服務台附近等我。,medium,Travel-常用3000單,information
136,sentence,Please wait for me near the platform.,請在月台附近等我。,medium,Travel-常用3000單,platform
137,sentence,Please wait for me near the gate.,請在登機門附近等我。,medium,Travel-常用3000單,gate
138,sentence,Please wait for me near the city center.,請在市中心附近等我。,medium,Travel-常用3000單,city
139,sentence,Please wait for me near the museum.,請在博物館附近等我。,medium,Travel-常用3000單,museum
140,sentence,Please wait for me near the market.,請在市場附近等我。,medium,Travel-常用3000單,market
141,sentence,We need to arrive at the train station on time.,我們需要準時到達火車站。,medium,Travel-常用3000單,station
142,sentence,We need to arrive at the airport on time.,我們需要準時到達機場。,medium,Travel-常用3000單,airport
143,sentence,We need to arrive at the hotel on time.,我們需要準時到達飯店。,medium,Travel-常用3000單,hotel
144,sentence,We need to arrive at the ticket counter on time.,我們需要準時到達售票櫃檯。,medium,Travel-常用3000單,ticket;counter
145,sentence,We need to arrive at the information desk on time.,我們需要準時到達服務台。,medium,Travel-常用3000單,information
146,sentence,We need to arrive at the platform on time.,我們需要準時到達月台。,medium,Travel-常用3000單,platform
147,sentence,We need to arrive at the gate on time.,我們需要準時到達登機門。,medium,Travel-常用3000單,gate
148,sentence,We need to arrive at the city center on time.,我們需要準時到達市中心。,medium,Travel-常用3000單,city
149,sentence,We need to arrive at the museum on time.,我們需要準時到達博物館。,medium,Travel-常用3000單,museum
150,sentence,We need to arrive at the market on time.,我們需要準時到達市場。,medium,Travel-常用3000單,market
151,sentence,The traveler asked a local person about the train station.,這位旅客向當地人詢問火車站。,medium,Travel-常用3000單,station
152,sentence,The traveler asked a local person about the airport.,這位旅客向當地人詢問機場。,medium,Travel-常用3000單,airport
153,sentence,The traveler asked a local person about the hotel.,這位旅客向當地人詢問飯店。,medium,Travel-常用3000單,hotel
154,sentence,The traveler asked a local person about the ticket counter.,這位旅客向當地人詢問售票櫃檯。,medium,Travel-常用3000單,ticket;counter
155,sentence,The traveler asked a local person about the information desk.,這位旅客向當地人詢問服務台。,medium,Travel-常用3000單,information
156,sentence,The traveler asked a local person about the platform.,這位旅客向當地人詢問月台。,medium,Travel-常用3000單,platform
157,sentence,The traveler asked a local person about the gate.,這位旅客向當地人詢問登機門。,medium,Travel-常用3000單,gate
158,sentence,The traveler asked a local person about the city center.,這位旅客向當地人詢問市中心。,medium,Travel-常用3000單,city
159,sentence,The traveler asked a local person about the museum.,這位旅客向當地人詢問博物館。,medium,Travel-常用3000單,museum
160,sentence,The traveler asked a local person about the market.,這位旅客向當地人詢問市場。,medium,Travel-常用3000單,market
161,sentence,Our guide will meet us at the train station.,我們的導遊會在火車站和我們會合。,medium,Travel-常用3000單,station
162,sentence,Our guide will meet us at the airport.,我們的導遊會在機場和我們會合。,medium,Travel-常用3000單,airport
163,sentence,Our guide will meet us at the hotel.,我們的導遊會在飯店和我們會合。,medium,Travel-常用3000單,hotel
164,sentence,Our guide will meet us at the ticket counter.,我們的導遊會在售票櫃檯和我們會合。,medium,Travel-常用3000單,ticket;counter
165,sentence,Our guide will meet us at the information desk.,我們的導遊會在服務台和我們會合。,medium,Travel-常用3000單,information
166,sentence,Our guide will meet us at the platform.,我們的導遊會在月台和我們會合。,medium,Travel-常用3000單,platform
167,sentence,Our guide will meet us at the gate.,我們的導遊會在登機門和我們會合。,medium,Travel-常用3000單,gate
168,sentence,Our guide will meet us at the city center.,我們的導遊會在市中心和我們會合。,medium,Travel-常用3000單,city
169,sentence,Our guide will meet us at the museum.,我們的導遊會在博物館和我們會合。,medium,Travel-常用3000單,museum
170,sentence,Our guide will meet us at the market.,我們的導遊會在市場和我們會合。,medium,Travel-常用3000單,market
171,sentence,I lost my way near the train station.,我在火車站附近迷路了。,medium,Travel-常用3000單,station
172,sentence,I lost my way near the airport.,我在機場附近迷路了。,medium,Travel-常用3000單,airport
173,sentence,I lost my way near the hotel.,我在飯店附近迷路了。,medium,Travel-常用3000單,hotel
174,sentence,I lost my way near the ticket counter.,我在售票櫃檯附近迷路了。,medium,Travel-常用3000單,ticket;counter
175,sentence,I lost my way near the information desk.,我在服務台附近迷路了。,medium,Travel-常用3000單,information
176,sentence,I lost my way near the platform.,我在月台附近迷路了。,medium,Travel-常用3000單,platform
177,sentence,I lost my way near the gate.,我在登機門附近迷路了。,medium,Travel-常用3000單,gate
178,sentence,I lost my way near the city center.,我在市中心附近迷路了。,medium,Travel-常用3000單,city
179,sentence,I lost my way near the museum.,我在博物館附近迷路了。,medium,Travel-常用3000單,museum
180,sentence,I lost my way near the market.,我在市場附近迷路了。,medium,Travel-常用3000單,market
181,sentence,The map shows a direct route to the train station.,地圖顯示有一條直接到火車站的路線。,medium,Travel-常用3000單,station
182,sentence,The map shows a direct route to the airport.,地圖顯示有一條直接到機場的路線。,medium,Travel-常用3000單,airport
183,sentence,The map shows a direct route to the hotel.,地圖顯示有一條直接到飯店的路線。,medium,Travel-常用3000單,hotel
184,sentence,The map shows a direct route to the ticket counter.,地圖顯示有一條直接到售票櫃檯的路線。,medium,Travel-常用3000單,ticket;counter
185,sentence,The map shows a direct route to the information desk.,地圖顯示有一條直接到服務台的路線。,medium,Travel-常用3000單,information
186,sentence,The map shows a direct route to the platform.,地圖顯示有一條直接到月台的路線。,medium,Travel-常用3000單,platform
187,sentence,The map shows a direct route to the gate.,地圖顯示有一條直接到登機門的路線。,medium,Travel-常用3000單,gate
188,sentence,The map shows a direct route to the city center.,地圖顯示有一條直接到市中心的路線。,medium,Travel-常用3000單,city
189,sentence,The map shows a direct route to the museum.,地圖顯示有一條直接到博物館的路線。,medium,Travel-常用3000單,museum
190,sentence,The map shows a direct route to the market.,地圖顯示有一條直接到市場的路線。,medium,Travel-常用3000單,market
191,sentence,We took a taxi from the train station yesterday.,我們昨天從火車站搭計程車。,medium,Travel-常用3000單,station
192,sentence,We took a taxi from the airport yesterday.,我們昨天從機場搭計程車。,medium,Travel-常用3000單,airport
193,sentence,We took a taxi from the hotel yesterday.,我們昨天從飯店搭計程車。,medium,Travel-常用3000單,hotel
194,sentence,We took a taxi from the ticket counter yesterday.,我們昨天從售票櫃檯搭計程車。,medium,Travel-常用3000單,ticket;counter
195,sentence,We took a taxi from the information desk yesterday.,我們昨天從服務台搭計程車。,medium,Travel-常用3000單,information
196,sentence,We took a taxi from the platform yesterday.,我們昨天從月台搭計程車。,medium,Travel-常用3000單,platform
197,sentence,We took a taxi from the gate yesterday.,我們昨天從登機門搭計程車。,medium,Travel-常用3000單,gate
198,sentence,We took a taxi from the city center yesterday.,我們昨天從市中心搭計程車。,medium,Travel-常用3000單,city
199,sentence,We took a taxi from the museum yesterday.,我們昨天從博物館搭計程車。,medium,Travel-常用3000單,museum
200,sentence,We took a taxi from the market yesterday.,我們昨天從市場搭計程車。,medium,Travel-常用3000單,market
201,sentence,The passenger checked the passport carefully before leaving the hotel this morning.,這位乘客今天早上離開飯店前仔細檢查護照。,medium,Travel-常用3000單,passport
202,sentence,The passenger checked the ticket carefully before leaving the hotel this morning.,這位乘客今天早上離開飯店前仔細檢查票。,medium,Travel-常用3000單,ticket
203,sentence,The passenger checked the reservation carefully before leaving the hotel this morning.,這位乘客今天早上離開飯店前仔細檢查預約。,medium,Travel-常用3000單,reservation
204,sentence,The passenger checked the suitcase carefully before leaving the hotel this morning.,這位乘客今天早上離開飯店前仔細檢查行李箱。,medium,Travel-常用3000單,suitcase
205,sentence,The passenger checked the baggage carefully before leaving the hotel this morning.,這位乘客今天早上離開飯店前仔細檢查行李。,medium,Travel-常用3000單,baggage
206,sentence,The passenger checked the route carefully before leaving the hotel this morning.,這位乘客今天早上離開飯店前仔細檢查路線。,medium,Travel-常用3000單,route
207,sentence,The passenger checked the airline carefully before leaving the hotel this morning.,這位乘客今天早上離開飯店前仔細檢查航空公司。,medium,Travel-常用3000單,airline
208,sentence,The passenger checked the airplane carefully before leaving the hotel this morning.,這位乘客今天早上離開飯店前仔細檢查飛機。,medium,Travel-常用3000單,airplane
209,sentence,The passenger checked the train station carefully before leaving the hotel this morning.,這位乘客今天早上離開飯店前仔細檢查火車站。,medium,Travel-常用3000單,station
210,sentence,The passenger checked the hotel room carefully before leaving the hotel this morning.,這位乘客今天早上離開飯店前仔細檢查飯店房間。,medium,Travel-常用3000單,hotel;room
211,sentence,I need to confirm the passport because our travel plan changed last night.,我需要確認護照，因為我們的旅行計畫昨晚改變了。,medium,Travel-常用3000單,passport
212,sentence,I need to confirm the ticket because our travel plan changed last night.,我需要確認票，因為我們的旅行計畫昨晚改變了。,medium,Travel-常用3000單,ticket
213,sentence,I need to confirm the reservation because our travel plan changed last night.,我需要確認預約，因為我們的旅行計畫昨晚改變了。,medium,Travel-常用3000單,reservation
214,sentence,I need to confirm the suitcase because our travel plan changed last night.,我需要確認行李箱，因為我們的旅行計畫昨晚改變了。,medium,Travel-常用3000單,suitcase
215,sentence,I need to confirm the baggage because our travel plan changed last night.,我需要確認行李，因為我們的旅行計畫昨晚改變了。,medium,Travel-常用3000單,baggage
216,sentence,I need to confirm the route because our travel plan changed last night.,我需要確認路線，因為我們的旅行計畫昨晚改變了。,medium,Travel-常用3000單,route
217,sentence,I need to confirm the airline because our travel plan changed last night.,我需要確認航空公司，因為我們的旅行計畫昨晚改變了。,medium,Travel-常用3000單,airline
218,sentence,I need to confirm the airplane because our travel plan changed last night.,我需要確認飛機，因為我們的旅行計畫昨晚改變了。,medium,Travel-常用3000單,airplane
219,sentence,I need to confirm the train station because our travel plan changed last night.,我需要確認火車站，因為我們的旅行計畫昨晚改變了。,medium,Travel-常用3000單,station
220,sentence,I need to confirm the hotel room because our travel plan changed last night.,我需要確認飯店房間，因為我們的旅行計畫昨晚改變了。,medium,Travel-常用3000單,hotel;room
221,sentence,Please keep your passport in a safe place during the whole trip.,請在整趟旅程中把護照放在安全的地方。,medium,Travel-常用3000單,passport
222,sentence,Please keep your ticket in a safe place during the whole trip.,請在整趟旅程中把票放在安全的地方。,medium,Travel-常用3000單,ticket
223,sentence,Please keep your reservation in a safe place during the whole trip.,請在整趟旅程中把預約放在安全的地方。,medium,Travel-常用3000單,reservation
224,sentence,Please keep your suitcase in a safe place during the whole trip.,請在整趟旅程中把行李箱放在安全的地方。,medium,Travel-常用3000單,suitcase
225,sentence,Please keep your baggage in a safe place during the whole trip.,請在整趟旅程中把行李放在安全的地方。,medium,Travel-常用3000單,baggage
226,sentence,Please keep your route in a safe place during the whole trip.,請在整趟旅程中把路線放在安全的地方。,medium,Travel-常用3000單,route
227,sentence,Please keep your airline in a safe place during the whole trip.,請在整趟旅程中把航空公司放在安全的地方。,medium,Travel-常用3000單,airline
228,sentence,Please keep your airplane in a safe place during the whole trip.,請在整趟旅程中把飛機放在安全的地方。,medium,Travel-常用3000單,airplane
229,sentence,Please keep your train station in a safe place during the whole trip.,請在整趟旅程中把火車站放在安全的地方。,medium,Travel-常用3000單,station
230,sentence,Please keep your hotel room in a safe place during the whole trip.,請在整趟旅程中把飯店房間放在安全的地方。,medium,Travel-常用3000單,hotel;room
231,sentence,The guide explained the passport to every traveler before we left the station.,導遊在我們離開車站前向每位旅客說明護照。,medium,Travel-常用3000單,passport
232,sentence,The guide explained the ticket to every traveler before we left the station.,導遊在我們離開車站前向每位旅客說明票。,medium,Travel-常用3000單,ticket
233,sentence,The guide explained the reservation to every traveler before we left the station.,導遊在我們離開車站前向每位旅客說明預約。,medium,Travel-常用3000單,reservation
234,sentence,The guide explained the suitcase to every traveler before we left the station.,導遊在我們離開車站前向每位旅客說明行李箱。,medium,Travel-常用3000單,suitcase
235,sentence,The guide explained the baggage to every traveler before we left the station.,導遊在我們離開車站前向每位旅客說明行李。,medium,Travel-常用3000單,baggage
236,sentence,The guide explained the route to every traveler before we left the station.,導遊在我們離開車站前向每位旅客說明路線。,medium,Travel-常用3000單,route
237,sentence,The guide explained the airline to every traveler before we left the station.,導遊在我們離開車站前向每位旅客說明航空公司。,medium,Travel-常用3000單,airline
238,sentence,The guide explained the airplane to every traveler before we left the station.,導遊在我們離開車站前向每位旅客說明飛機。,medium,Travel-常用3000單,airplane
239,sentence,The guide explained the train station to every traveler before we left the station.,導遊在我們離開車站前向每位旅客說明火車站。,medium,Travel-常用3000單,station
240,sentence,The guide explained the hotel room to every traveler before we left the station.,導遊在我們離開車站前向每位旅客說明飯店房間。,medium,Travel-常用3000單,hotel;room
241,sentence,My father asked me to check the passport again before we entered the gate.,爸爸要我在進入登機門前再次檢查護照。,medium,Travel-常用3000單,passport
242,sentence,My father asked me to check the ticket again before we entered the gate.,爸爸要我在進入登機門前再次檢查票。,medium,Travel-常用3000單,ticket
243,sentence,My father asked me to check the reservation again before we entered the gate.,爸爸要我在進入登機門前再次檢查預約。,medium,Travel-常用3000單,reservation
244,sentence,My father asked me to check the suitcase again before we entered the gate.,爸爸要我在進入登機門前再次檢查行李箱。,medium,Travel-常用3000單,suitcase
245,sentence,My father asked me to check the baggage again before we entered the gate.,爸爸要我在進入登機門前再次檢查行李。,medium,Travel-常用3000單,baggage
246,sentence,My father asked me to check the route again before we entered the gate.,爸爸要我在進入登機門前再次檢查路線。,medium,Travel-常用3000單,route
247,sentence,My father asked me to check the airline again before we entered the gate.,爸爸要我在進入登機門前再次檢查航空公司。,medium,Travel-常用3000單,airline
248,sentence,My father asked me to check the airplane again before we entered the gate.,爸爸要我在進入登機門前再次檢查飛機。,medium,Travel-常用3000單,airplane
249,sentence,My father asked me to check the train station again before we entered the gate.,爸爸要我在進入登機門前再次檢查火車站。,medium,Travel-常用3000單,station
250,sentence,My father asked me to check the hotel room again before we entered the gate.,爸爸要我在進入登機門前再次檢查飯店房間。,medium,Travel-常用3000單,hotel;room
251,sentence,We had to wait in line because the passport was not ready yet.,我們必須排隊等候，因為護照還沒準備好。,medium,Travel-常用3000單,passport
252,sentence,We had to wait in line because the ticket was not ready yet.,我們必須排隊等候，因為票還沒準備好。,medium,Travel-常用3000單,ticket
253,sentence,We had to wait in line because the reservation was not ready yet.,我們必須排隊等候，因為預約還沒準備好。,medium,Travel-常用3000單,reservation
254,sentence,We had to wait in line because the suitcase was not ready yet.,我們必須排隊等候，因為行李箱還沒準備好。,medium,Travel-常用3000單,suitcase
255,sentence,We had to wait in line because the baggage was not ready yet.,我們必須排隊等候，因為行李還沒準備好。,medium,Travel-常用3000單,baggage
256,sentence,We had to wait in line because the route was not ready yet.,我們必須排隊等候，因為路線還沒準備好。,medium,Travel-常用3000單,route
257,sentence,We had to wait in line because the airline was not ready yet.,我們必須排隊等候，因為航空公司還沒準備好。,medium,Travel-常用3000單,airline
258,sentence,We had to wait in line because the airplane was not ready yet.,我們必須排隊等候，因為飛機還沒準備好。,medium,Travel-常用3000單,airplane
259,sentence,We had to wait in line because the train station was not ready yet.,我們必須排隊等候，因為火車站還沒準備好。,medium,Travel-常用3000單,station
260,sentence,We had to wait in line because the hotel room was not ready yet.,我們必須排隊等候，因為飯店房間還沒準備好。,medium,Travel-常用3000單,hotel;room
261,sentence,The local officer looked at my passport and gave me clear directions.,當地人員看了我的護照後，給了我清楚的方向。,medium,Travel-常用3000單,passport
262,sentence,The local officer looked at my ticket and gave me clear directions.,當地人員看了我的票後，給了我清楚的方向。,medium,Travel-常用3000單,ticket
263,sentence,The local officer looked at my reservation and gave me clear directions.,當地人員看了我的預約後，給了我清楚的方向。,medium,Travel-常用3000單,reservation
264,sentence,The local officer looked at my suitcase and gave me clear directions.,當地人員看了我的行李箱後，給了我清楚的方向。,medium,Travel-常用3000單,suitcase
265,sentence,The local officer looked at my baggage and gave me clear directions.,當地人員看了我的行李後，給了我清楚的方向。,medium,Travel-常用3000單,baggage
266,sentence,The local officer looked at my route and gave me clear directions.,當地人員看了我的路線後，給了我清楚的方向。,medium,Travel-常用3000單,route
267,sentence,The local officer looked at my airline and gave me clear directions.,當地人員看了我的航空公司後，給了我清楚的方向。,medium,Travel-常用3000單,airline
